brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,max_power,seats,selling_price
Hyundai,6,42101.0,Trustmark Dealer,Petrol,Manual,18.6,81.83,5,480000
Skoda,5,130000.0,Dealer,Diesel,Automatic,21.66,103.52,5,675000
Toyota,4,53400.0,Dealer,Petrol,Manual,11.25,163.7,7,1427000
Hyundai,7,55000.0,Dealer,Diesel,Manual,24.0,73.97,5,375000
Hyundai,3,40000.0,Dealer,Petrol,Automatic,17.0,121.3,5,1075000
Toyota,2,10000.0,Dealer,Petrol,Manual,21.01,81.8,5,835000
Honda,4,48000.0,Dealer,Petrol,Manual,17.8,117.3,5,890000
BMW,3,80000.0,Dealer,Diesel,Automatic,20.68,182.25,5,2000000
Kia,1,3000.0,Dealer,Diesel,Automatic,14.11,182.25,9,3000000
Hyundai,6,68237.0,Dealer,Petrol,Manual,18.6,81.83,5,490000
Maruti,3,57199.0,Dealer,Petrol,Manual,23.95,67.05,5,378000
Maruti,4,33000.0,Dealer,Petrol,Automatic,19.56,81.8,5,690000
Maruti,2,6500.0,Individual,Petrol,Manual,21.21,81.8,5,480000
BMW,4,26000.0,Dealer,Diesel,Automatic,19.62,182.25,5,2500000
Hyundai,4,100000.0,Individual,Petrol,Manual,18.6,81.83,5,580000
Maruti,5,58354.0,Dealer,Diesel,Manual,27.39,74.0,5,550000
Audi,8,43000.0,Dealer,Diesel,Automatic,16.55,147.51,5,1350000
Maruti,4,68200.0,Dealer,Diesel,Manual,24.3,88.5,5,750000
Hyundai,7,56000.0,Dealer,Diesel,Manual,24.0,70.0,5,325000
Honda,6,36000.0,Dealer,Petrol,Manual,18.0,86.7,5,395000
Toyota,9,100000.0,Dealer,Diesel,Automatic,12.55,168.5,7,1175000
Porsche,12,126000.0,Individual,Petrol,Automatic,8.5,182.25,5,2000000
BMW,3,28000.0,Dealer,Diesel,Automatic,21.76,182.25,5,3600000
Toyota,7,52000.0,Dealer,Diesel,Manual,12.99,100.0,7,925000
Maruti,2,19022.0,Dealer,CNG,Manual,33.54,67.04,5,470000
Maruti,14,90000.0,Individual,LPG,Manual,17.3,57.5,5,90000
Maruti,12,60000.0,Dealer,Petrol,Manual,21.79,67.05,5,150000
Honda,12,62000.0,Dealer,Petrol,Manual,13.5,130.0,5,235000
Maruti,5,51000.0,Dealer,CNG,Manual,15.1,73.0,5,291000
Maruti,6,48000.0,Dealer,Petrol,Automatic,20.51,67.0,5,380000
Toyota,8,81000.0,Dealer,Diesel,Manual,12.99,100.6,8,645000
Mercedes-Benz,1,10000.0,Dealer,Diesel,Automatic,12.6,182.25,5,4000000
Renault,6,60000.0,Dealer,Diesel,Manual,19.87,84.0,5,500000
Maruti,6,62000.0,Dealer,Diesel,Manual,28.09,88.5,5,537000
Ford,7,104643.0,Dealer,Diesel,Manual,22.7,89.84,5,438000
Tata,3,30000.0,Individual,Petrol,Manual,20.3,84.0,5,495000
Maruti,2,8873.0,Trustmark Dealer,Petrol,Automatic,21.5,81.8,5,540000
Mahindra,3,17000.0,Dealer,Diesel,Automatic,16.0,140.0,7,1290000
Hyundai,8,48000.0,Dealer,Diesel,Manual,21.9,88.8,5,349000
Mahindra,4,32000.0,Dealer,Diesel,Manual,15.96,62.1,7,685000
Skoda,9,62000.0,Dealer,Petrol,Automatic,13.7,157.75,5,585000
Renault,8,65000.0,Dealer,Diesel,Manual,19.01,108.45,5,390000
Maruti,8,57001.0,Dealer,Diesel,Manual,20.77,88.76,7,449000
Toyota,6,25000.0,Dealer,Diesel,Manual,12.99,100.57,7,300000
Honda,6,41000.0,Dealer,Petrol,Manual,17.0,118.0,5,650000
Volkswagen,7,28492.0,Dealer,Petrol,Manual,16.47,74.0,5,400000
Honda,5,78000.0,Dealer,Petrol,Automatic,18.0,117.3,5,815000
Hyundai,4,34500.0,Individual,Diesel,Automatic,17.6,126.2,5,1155000
Honda,4,34000.0,Dealer,Petrol,Manual,17.5,88.7,5,750000
Hyundai,4,80000.0,Individual,Diesel,Manual,22.54,88.73,5,625000
Hyundai,13,75000.0,Dealer,Petrol,Manual,19.81,68.05,5,145000
Maruti,7,112795.0,Dealer,Diesel,Manual,25.2,74.0,5,334000
Maruti,5,47000.0,Dealer,Petrol,Manual,20.4,81.8,5,440000
BMW,6,45000.0,Dealer,Diesel,Automatic,22.69,182.25,5,1890000
Hyundai,8,58000.0,Dealer,Diesel,Manual,21.9,90.0,5,295000
Maruti,8,58000.0,Dealer,Petrol,Manual,20.51,67.04,5,320000
Skoda,8,76000.0,Dealer,Petrol,Automatic,14.7,177.5,5,780000
Maruti,4,52000.0,Dealer,Diesel,Manual,24.3,88.5,5,710000
Hyundai,7,71000.0,Dealer,Diesel,Manual,22.32,126.32,5,495000
Ford,2,18000.0,Dealer,Petrol,Manual,15.9,120.69,5,990000
Hyundai,5,36000.0,Dealer,Petrol,Manual,13.0,121.3,5,890000
Maruti,5,72000.0,Dealer,Diesel,Manual,28.09,88.5,5,595000
Honda,6,66000.0,Dealer,Diesel,Manual,25.8,98.6,5,388000
Hyundai,12,92000.0,Dealer,Petrol,Manual,20.36,78.9,5,160000
BMW,8,83000.0,Dealer,Diesel,Automatic,18.88,182.25,5,1170000
Hyundai,4,28810.0,Trustmark Dealer,Petrol,Manual,18.6,81.83,5,650000
Hyundai,5,33000.0,Dealer,Petrol,Manual,15.8,121.3,5,900000
Hyundai,4,42000.0,Dealer,Petrol,Automatic,18.9,81.86,5,495000
Honda,11,80000.0,Individual,Petrol,Manual,17.0,118.0,5,280000
Maruti,9,80000.0,Individual,Diesel,Manual,19.3,73.9,5,300000
Maruti,12,58000.0,Dealer,Petrol,Manual,17.5,85.8,5,220000
Audi,1,4000.0,Dealer,Diesel,Automatic,14.75,182.25,7,6800000
Maruti,7,29052.0,Dealer,Petrol,Manual,22.0,81.8,5,385000
Maruti,4,38000.0,Dealer,Petrol,Manual,21.4,83.1,5,615000
Volkswagen,5,62000.0,Dealer,Diesel,Manual,20.14,88.0,5,390000
Hyundai,4,25000.0,Dealer,Petrol,Manual,18.9,81.86,5,495000
Maruti,2,9000.0,Dealer,Diesel,Manual,26.32,93.87,5,925000
Hyundai,6,80000.0,Individual,Diesel,Automatic,19.08,126.2,5,650000
Ford,6,58000.0,Dealer,Diesel,Manual,22.7,89.84,5,525000
Honda,5,26000.0,Individual,Petrol,Manual,18.7,88.7,5,500000
Honda,9,47000.0,Dealer,Petrol,Manual,17.0,118.0,5,420000
Maruti,10,41000.0,Dealer,Petrol,Manual,20.51,67.04,5,210000
Maruti,7,58000.0,Dealer,Petrol,Manual,20.51,67.04,5,300000
Maruti,10,30000.0,Individual,Petrol,Manual,16.1,85.0,5,410000
Maruti,9,87800.0,Individual,Diesel,Manual,19.3,73.9,5,290000
Mahindra,2,41000.0,Dealer,Diesel,Manual,16.36,120.0,7,1175000
Honda,7,53000.0,Dealer,Petrol,Manual,17.8,117.3,5,625000
Mahindra,8,66000.0,Dealer,Diesel,Manual,12.05,120.0,9,500000
Ford,2,40000.0,Individual,Diesel,Manual,23.0,98.96,5,1100000
Ford,6,41000.0,Dealer,Diesel,Manual,25.83,99.0,5,490000
Mahindra,4,18000.0,Dealer,Diesel,Automatic,16.0,140.0,7,1175000
Maruti,2,7200.0,Individual,Petrol,Automatic,21.21,81.8,5,635000
Hyundai,11,57000.0,Dealer,Petrol,Manual,18.5,80.0,5,225000
Mahindra,6,63000.0,Dealer,Diesel,Manual,15.1,140.0,7,810000
Hyundai,7,28000.0,Dealer,Petrol,Manual,18.9,82.0,5,365000
Maruti,5,31600.0,Dealer,Petrol,Manual,21.4,83.1,5,532000
Tata,4,90000.0,Individual,Diesel,Manual,21.5,108.5,5,650000
Maruti,4,45000.0,Dealer,Diesel,Manual,24.3,88.5,5,835000
Ford,5,64000.0,Dealer,Diesel,Manual,13.5,157.7,7,2090000
Renault,4,30254.0,Trustmark Dealer,Petrol,Manual,25.17,53.3,5,265000
Mercedes-Benz,2,4000.0,Dealer,Petrol,Automatic,11.5,182.25,5,4800000
Maruti,4,50000.0,Dealer,Diesel,Manual,24.52,88.5,7,710000
Toyota,5,86000.0,Dealer,Petrol,Automatic,19.16,158.2,5,1995000
Toyota,7,80002.0,Dealer,Diesel,Automatic,11.5,169.0,7,1475000
Hyundai,8,52000.0,Dealer,Diesel,Automatic,21.3,113.42,5,445000
Honda,6,54000.0,Dealer,Petrol,Manual,17.8,117.3,5,610000
Maruti,5,43000.0,Dealer,Diesel,Manual,26.21,88.5,5,599000
Mercedes-Benz,9,55000.0,Dealer,Diesel,Automatic,11.5,182.25,5,1275000
Honda,2,25000.0,Individual,Petrol,Automatic,18.0,117.6,5,1207000
Honda,5,26000.0,Dealer,Petrol,Automatic,18.0,117.3,5,835000
Maruti,14,90000.0,Individual,LPG,Manual,17.3,57.5,5,80000
Hyundai,7,110000.0,Individual,Petrol,Manual,18.6,81.83,5,400000
Honda,10,65962.0,Dealer,Petrol,Manual,16.8,116.4,5,301000
Honda,5,88000.0,Dealer,Petrol,Manual,17.4,117.3,5,680000
Hyundai,9,64100.0,Dealer,Diesel,Manual,22.32,126.3,5,350000
Maruti,7,80000.0,Dealer,Diesel,Manual,28.4,74.0,5,425000
Renault,8,70000.0,Dealer,Diesel,Manual,20.45,83.8,5,420000
Maruti,6,49000.0,Dealer,Diesel,Manual,28.09,88.5,5,549000
Maruti,9,65000.0,Dealer,Petrol,Manual,19.1,85.8,5,335000
Hyundai,9,100000.0,Individual,Diesel,Manual,23.0,90.0,5,300000
Hyundai,3,10000.0,Dealer,Diesel,Manual,22.1,88.7,5,1050000
Maruti,2,20000.0,Dealer,Diesel,Manual,28.4,74.0,5,675000
Mercedes-Benz,7,6800.0,Dealer,Diesel,Automatic,14.84,167.62,5,1490000
Hyundai,10,60000.0,Dealer,Petrol,Manual,17.0,80.0,5,265000
Honda,15,120000.0,Individual,Petrol,Automatic,12.9,130.0,5,150000
Toyota,7,98000.0,Dealer,Diesel,Manual,12.8,102.0,7,750000
Maruti,5,60000.0,Dealer,Petrol,Automatic,21.4,83.1,5,635000
BMW,4,36000.0,Dealer,Petrol,Automatic,14.04,182.25,5,3100000
Honda,5,40000.0,Dealer,Petrol,Automatic,15.5,86.7,5,474000
Hyundai,2,31000.0,Dealer,Diesel,Manual,23.7,88.7,5,1090000
Maruti,7,19000.0,Dealer,Petrol,Manual,16.02,93.7,7,524000
Maruti,4,40000.0,Dealer,CNG,Manual,31.79,58.2,5,475000
Toyota,8,66758.0,Dealer,Diesel,Manual,12.8,102.0,7,750000
Hyundai,4,43000.0,Dealer,Petrol,Manual,17.0,121.3,5,880000
Maruti,5,2000.0,Dealer,Petrol,Automatic,23.1,67.04,5,466000
Hyundai,6,52900.0,Dealer,Diesel,Manual,23.0,90.0,5,530000
Hyundai,4,40000.0,Individual,Petrol,Manual,18.6,81.83,5,450000
Ford,4,26100.0,Dealer,Diesel,Manual,23.0,98.96,5,700000
Honda,8,58000.0,Dealer,Diesel,Manual,25.8,98.6,5,325000
Hyundai,4,62450.0,Dealer,Diesel,Automatic,16.38,182.25,5,1649000
Maruti,3,34000.0,Dealer,Diesel,Manual,24.3,88.5,5,795000
Maruti,4,40000.0,Dealer,Petrol,Manual,16.02,93.7,7,675000
Hyundai,4,17805.0,Trustmark Dealer,Petrol,Manual,18.6,81.83,5,660000
Maruti,5,20000.0,Individual,Diesel,Manual,28.09,88.5,5,685000
Maruti,4,66577.0,Trustmark Dealer,Petrol,Manual,20.73,91.1,5,725000
Maruti,3,20000.0,Dealer,Diesel,Manual,28.09,88.5,5,875000
Maruti,3,36787.0,Dealer,Petrol,Manual,22.0,81.8,5,650000
Maruti,8,35000.0,Individual,Diesel,Manual,19.3,73.9,5,400000
Volkswagen,8,61000.0,Dealer,Diesel,Manual,22.07,73.9,5,278000
Volkswagen,8,56000.0,Dealer,Petrol,Manual,16.47,73.9,5,355000
Lexus,4,33000.0,Dealer,Petrol,Automatic,22.37,182.25,5,4100000
Honda,8,67000.0,Individual,Diesel,Manual,25.8,98.6,5,300000
Ford,8,49217.0,Dealer,Diesel,Manual,22.7,89.84,5,475000
BMW,7,68000.0,Dealer,Diesel,Automatic,11.7,182.25,5,3200000
Maruti,4,56000.0,Dealer,CNG,Manual,26.6,58.16,5,365000
Maruti,4,80000.0,Individual,Diesel,Manual,24.3,88.5,5,815000
Maruti,5,32145.0,Trustmark Dealer,Petrol,Manual,21.4,83.1,5,565000
Toyota,4,65000.0,Dealer,Diesel,Automatic,11.36,171.5,7,1430000
Ford,8,57642.0,Dealer,Diesel,Manual,20.0,68.05,5,250000
Maruti,4,22400.0,Dealer,Petrol,Manual,20.4,81.8,5,435000
Maruti,15,124000.0,Individual,Petrol,Manual,19.7,46.3,5,85000
Honda,5,51000.0,Dealer,Petrol,Manual,17.8,117.3,5,670000
Hyundai,4,34000.0,Dealer,Diesel,Manual,22.54,88.73,5,675000
Mahindra,9,54000.0,Dealer,Diesel,Manual,12.05,120.0,7,430000
Maruti,5,39100.0,Dealer,Petrol,Manual,20.85,83.14,5,470000
Maruti,1,10326.0,Trustmark Dealer,Petrol,Manual,19.7,46.3,5,350000
Maruti,3,93000.0,Individual,CNG,Manual,26.6,58.16,5,350000
Maruti,3,12500.0,Dealer,Petrol,Manual,21.4,83.1,5,581000
Hyundai,4,9161.0,Trustmark Dealer,Petrol,Automatic,13.0,121.3,5,1150000
Hyundai,3,31286.0,Trustmark Dealer,CNG,Manual,30.48,58.0,5,500000
Hyundai,8,15000.0,Individual,Petrol,Manual,19.81,68.05,5,289000
Maruti,4,57000.0,Dealer,Diesel,Manual,24.3,88.5,5,795000
Maruti,12,35000.0,Individual,Petrol,Manual,19.7,46.3,5,100000
Maruti,5,49700.0,Dealer,Diesel,Manual,27.39,74.0,5,550000
Maruti,3,29000.0,Dealer,Diesel,Automatic,24.3,88.5,5,890000
BMW,9,70000.0,Dealer,Petrol,Automatic,8.45,182.25,5,1900000
Maruti,3,40000.0,Individual,Petrol,Automatic,20.51,67.0,5,400000
Skoda,7,38000.0,Dealer,Petrol,Automatic,14.7,177.5,5,890000
Mahindra,4,60000.0,Individual,Diesel,Manual,16.36,140.0,7,1250000
Honda,2,10000.0,Dealer,Petrol,Automatic,18.0,117.6,5,1350000
Hyundai,4,46000.0,Dealer,Petrol,Manual,18.9,82.0,5,465000
Renault,8,74000.0,Dealer,Diesel,Manual,19.87,83.8,5,335000
Honda,5,51000.0,Dealer,Petrol,Automatic,19.0,88.76,5,575000
Maruti,7,85000.0,Dealer,Petrol,Manual,21.79,67.05,5,325000
Maruti,6,46000.0,Dealer,Petrol,Manual,20.73,91.1,5,525000
Toyota,4,56000.0,Dealer,Diesel,Manual,13.68,147.8,7,1675000
Maruti,8,52000.0,Dealer,Petrol,Manual,18.9,67.1,5,270000
BMW,6,33000.0,Dealer,Diesel,Automatic,19.62,182.25,5,2050000
BMW,2,7000.0,Dealer,Diesel,Automatic,13.38,182.25,5,7985000
Hyundai,8,90000.0,Dealer,Petrol,Manual,16.3,147.5,5,575000
Volkswagen,6,90000.0,Individual,Diesel,Manual,20.14,88.8,5,420000
Maruti,2,9500.0,Dealer,Petrol,Manual,21.01,81.8,5,585000
Maruti,5,69000.0,Dealer,Diesel,Manual,28.09,88.5,5,650000
Mercedes-AMG,4,24000.0,Dealer,Petrol,Automatic,11.9,182.25,5,5100000
BMW,9,60000.0,Individual,Diesel,Automatic,16.07,181.0,4,950000
Porsche,4,24000.0,Dealer,Petrol,Automatic,12.5,182.25,5,11100000
Tata,3,25000.0,Dealer,Petrol,Automatic,17.0,108.5,5,910000
Maruti,4,28297.0,Dealer,Diesel,Manual,28.09,88.5,5,775000
Hyundai,10,57000.0,Dealer,Petrol,Manual,17.0,80.0,5,259000
Toyota,2,22000.0,Dealer,Diesel,Automatic,11.36,171.5,7,1885000
Audi,7,50000.0,Dealer,Diesel,Automatic,17.11,174.33,5,1450000
Honda,9,75000.0,Dealer,Petrol,Manual,17.4,117.3,5,400000
Hyundai,6,44004.0,Dealer,Petrol,Manual,18.9,82.0,5,400000
Maruti,6,39085.0,Dealer,Diesel,Manual,28.09,88.5,5,525000
Toyota,10,130000.0,Dealer,Diesel,Manual,11.5,171.0,7,875000
Volkswagen,8,71000.0,Dealer,Petrol,Manual,15.04,103.6,5,365000
Hyundai,10,66000.0,Dealer,Petrol,Manual,20.36,78.9,5,210000
Maruti,6,60000.0,Individual,Diesel,Manual,25.2,74.0,5,390000
Maruti,7,66251.0,Dealer,Petrol,Manual,19.1,85.8,5,430000
Toyota,2,26000.0,Dealer,Diesel,Manual,13.68,147.8,7,1800000
Kia,2,4500.0,Dealer,Petrol,Manual,16.1,138.0,5,1725000
Honda,12,78000.0,Dealer,Petrol,Automatic,12.9,130.0,5,265000
Maruti,5,27648.0,Trustmark Dealer,CNG,Manual,32.26,58.3,4,325000
Toyota,5,58000.0,Dealer,Diesel,Automatic,11.36,171.5,7,1775000
Honda,4,13420.0,Dealer,Petrol,Manual,17.5,88.7,5,785000
Toyota,3,45000.0,Dealer,Diesel,Automatic,11.36,171.5,7,1995000
Mahindra,3,57645.0,Dealer,Diesel,Manual,16.36,120.0,7,1250000
Hyundai,7,64000.0,Dealer,Diesel,Manual,22.54,88.73,5,425000
Tata,2,18000.0,Dealer,Diesel,Manual,17.0,138.1,5,1595000
Honda,5,32700.0,Dealer,Petrol,Manual,18.7,88.7,5,491000
Hyundai,8,83000.0,Dealer,Diesel,Automatic,19.08,126.32,5,470000
Volkswagen,8,69000.0,Dealer,Petrol,Manual,16.47,73.9,5,440000
Honda,8,38872.0,Dealer,Petrol,Manual,18.6,88.76,5,365000
Toyota,5,86012.0,Dealer,Petrol,Automatic,19.16,157.7,5,1800000
Hyundai,6,52000.0,Dealer,Petrol,Manual,18.6,81.83,5,470000
Maruti,11,62000.0,Dealer,Petrol,Manual,19.7,46.3,5,160000
Hyundai,12,66500.0,Individual,Petrol,Manual,17.92,62.1,5,135000
Maruti,6,44000.0,Individual,Petrol,Manual,19.1,85.8,5,450000
Hyundai,3,30000.0,Individual,Diesel,Manual,22.54,88.73,5,731000
Maruti,8,77755.0,Dealer,Diesel,Manual,23.4,74.0,5,375000
Hyundai,5,55000.0,Dealer,Petrol,Manual,18.6,81.83,5,490000
Maruti,2,11000.0,Dealer,Diesel,Manual,24.3,88.5,5,945000
Honda,7,96434.0,Dealer,Diesel,Manual,26.0,98.6,5,450000
BMW,2,9500.0,Dealer,Diesel,Automatic,16.78,182.25,5,4950000
Honda,11,100000.0,Individual,Petrol,Automatic,12.9,130.0,5,275000
Honda,8,33456.0,Dealer,Petrol,Automatic,15.5,86.7,5,425000
Ford,8,35225.0,Dealer,Petrol,Manual,18.88,123.37,5,480000
Skoda,6,54000.0,Dealer,Diesel,Automatic,21.66,103.52,5,625000
Hyundai,4,42000.0,Dealer,Petrol,Manual,18.6,81.83,5,545000
Tata,3,28000.0,Individual,Petrol,Automatic,23.84,83.83,5,475000
Maruti,8,63000.0,Dealer,CNG,Manual,26.6,58.16,5,250000
Hyundai,4,35000.0,Individual,CNG,Manual,18.9,81.86,5,430000
Hyundai,3,40000.0,Dealer,Diesel,Manual,21.4,113.42,5,1075000
Hyundai,6,45000.0,Dealer,Petrol,Manual,15.29,121.3,5,875000
Maruti,5,69000.0,Dealer,CNG,Manual,31.79,58.2,5,375000
Maruti,2,35000.0,Dealer,Petrol,Automatic,23.1,67.04,5,480000
Ford,4,22597.0,Dealer,Petrol,Automatic,16.3,121.0,5,675000
Hyundai,8,70000.0,Dealer,Diesel,Manual,24.0,73.97,5,310000
BMW,10,32000.0,Dealer,Diesel,Automatic,16.07,181.0,4,900000
Renault,2,13931.0,Dealer,Petrol,Manual,20.71,53.26,5,345000
Honda,5,40000.0,Dealer,Petrol,Manual,17.8,117.3,5,690000
Hyundai,13,79000.0,Dealer,Petrol,Manual,17.92,62.1,5,125000
Hyundai,6,33794.0,Dealer,Petrol,Manual,18.6,81.83,5,525000
Hyundai,8,51000.0,Dealer,Petrol,Manual,17.1,121.3,5,690000
Datsun,5,36000.0,Dealer,Petrol,Manual,22.7,53.64,5,235000
Hyundai,12,55000.0,Dealer,Petrol,Manual,13.9,103.2,5,235000
Audi,8,48000.0,Dealer,Diesel,Automatic,16.55,147.51,5,1175000
Maruti,3,35833.0,Dealer,Petrol,Manual,21.4,83.1,5,565000
Maruti,8,105000.0,Individual,Diesel,Manual,22.9,74.0,5,320000
Renault,8,65000.0,Dealer,Diesel,Manual,19.01,108.45,5,375000
Mahindra,8,69300.0,Dealer,Diesel,Manual,16.0,140.0,7,575000
Mahindra,4,35000.0,Dealer,Diesel,Manual,15.4,120.0,7,1290000
Maruti,4,28239.0,Trustmark Dealer,CNG,Manual,33.44,40.3,4,315000
Hyundai,4,33000.0,Dealer,Diesel,Manual,19.67,126.2,5,1070000
Hyundai,4,32000.0,Dealer,Petrol,Manual,18.6,81.83,5,600000
Maruti,16,74000.0,Individual,Petrol,Manual,17.3,64.0,5,74000
Toyota,5,50000.0,Dealer,Diesel,Manual,13.68,147.51,7,1375000
Toyota,8,50000.0,Dealer,Diesel,Manual,12.99,100.6,7,840000
Hyundai,7,55000.0,Dealer,Petrol,Manual,20.36,78.9,5,360000
Hyundai,7,80000.0,Individual,Diesel,Manual,21.9,88.8,5,300000
Ford,10,50000.0,Dealer,Petrol,Manual,15.6,70.0,5,199000
Maruti,5,36000.0,Dealer,Petrol,Manual,20.4,81.8,5,421000
Toyota,9,130000.0,Dealer,Diesel,Automatic,12.55,168.7,7,1160000
Hyundai,11,47000.0,Dealer,Petrol,Manual,17.0,80.0,5,235000
Maruti,3,30000.0,Dealer,Petrol,Manual,20.89,81.8,5,570000
BMW,3,25000.0,Dealer,Diesel,Automatic,20.68,182.25,5,2500000
Audi,5,20010.0,Dealer,Diesel,Automatic,18.53,182.25,5,2800000
Maruti,8,15000.0,Individual,Petrol,Manual,22.74,47.3,5,189000
Honda,2,9800.0,Dealer,Petrol,Automatic,18.3,88.76,5,750000
Mahindra,2,22360.0,Dealer,Diesel,Automatic,15.1,152.87,7,1475000
Maruti,6,37499.0,Trustmark Dealer,Petrol,Manual,21.79,67.05,5,350000
BMW,12,65000.0,Dealer,Petrol,Automatic,7.94,182.25,4,1500000
Hyundai,9,30917.0,Dealer,Diesel,Manual,22.32,126.3,5,465000
Mahindra,8,91000.0,Dealer,Diesel,Manual,16.0,140.0,7,550000
Maruti,5,50000.0,Individual,Diesel,Manual,24.3,88.5,5,700000
Toyota,8,80133.0,Dealer,Diesel,Manual,12.99,100.6,8,650000
Maruti,4,50000.0,Individual,Petrol,Manual,23.95,67.05,5,298000
Maruti,11,75000.0,Dealer,Petrol,Manual,16.1,85.0,5,240000
Toyota,9,51000.0,Dealer,Diesel,Automatic,12.55,168.5,7,1265000
Hyundai,7,55000.0,Dealer,Diesel,Manual,24.0,70.0,5,325000
Skoda,4,3700.0,Dealer,Petrol,Automatic,15.1,178.0,5,2200000
Audi,4,45500.0,Individual,Diesel,Automatic,18.25,182.25,5,2800000
Hyundai,8,59654.0,Dealer,Petrol,Manual,19.81,68.05,5,268000
Maruti,9,49000.0,Dealer,Petrol,Manual,20.51,67.04,5,231000
Maruti,3,42000.0,Dealer,Diesel,Manual,24.3,88.5,5,765000
Honda,10,72000.0,Individual,Petrol,Manual,17.0,118.0,5,320000
Maruti,9,65000.0,Dealer,Petrol,Manual,21.79,67.05,5,230000
Toyota,4,65000.0,Dealer,Diesel,Automatic,11.36,171.5,7,1550000
Mahindra,2,70000.0,Dealer,Diesel,Manual,17.3,121.0,7,600000
Maruti,4,50000.0,Dealer,Petrol,Manual,19.34,103.0,7,750000
Hyundai,5,25000.0,Dealer,Diesel,Manual,23.9,126.2,5,725000
Hyundai,2,12000.0,Dealer,Petrol,Manual,18.0,118.35,5,1050000
Ford,3,48000.0,Dealer,Diesel,Automatic,10.91,182.25,7,2899000
Hyundai,8,66612.0,Dealer,Petrol,Automatic,14.5,147.5,5,690000
Maruti,5,33000.0,Individual,Petrol,Manual,21.4,83.1,5,470000
Hyundai,8,67000.0,Dealer,Petrol,Manual,16.3,147.5,5,554000
Maruti,3,10000.0,Dealer,Diesel,Manual,24.3,88.5,5,825000
Hyundai,9,55000.0,Dealer,Petrol,Manual,17.0,80.0,5,324000
Skoda,4,48000.0,Dealer,Petrol,Manual,15.0,103.52,5,590000
Honda,5,52306.0,Dealer,Petrol,Manual,17.8,86.7,5,465000
Mahindra,7,49000.0,Dealer,Diesel,Manual,16.55,105.0,6,590000
Maruti,4,19843.0,Dealer,Petrol,Automatic,22.0,81.8,5,620000
Mercedes-Benz,12,51000.0,Individual,Petrol,Automatic,10.13,182.25,5,1350000
BMW,3,34000.0,Dealer,Diesel,Automatic,22.48,182.25,5,3700000
Maruti,3,33955.0,Trustmark Dealer,CNG,Manual,33.54,67.04,5,425000
BMW,2,18000.0,Dealer,Diesel,Automatic,22.48,182.25,5,4500000
Honda,7,58000.0,Dealer,Diesel,Manual,25.8,98.6,5,350000
Toyota,7,53000.0,Dealer,Petrol,Automatic,12.98,178.3,5,1099000
Mahindra,3,18000.0,Dealer,Diesel,Automatic,16.0,140.0,7,1300000
Maruti,6,61000.0,Dealer,Diesel,Manual,26.21,88.5,5,511000
Honda,5,48000.0,Dealer,Petrol,Manual,18.6,88.76,5,425000
Audi,9,36000.0,Dealer,Diesel,Automatic,17.68,174.33,5,1375000
Honda,11,57000.0,Dealer,Petrol,Automatic,16.8,118.0,5,352000
Maruti,6,27000.0,Dealer,Petrol,Automatic,21.5,81.8,5,395000
Hyundai,9,74100.0,Dealer,Petrol,Automatic,17.1,121.4,5,450000
BMW,4,55000.0,Dealer,Diesel,Automatic,22.48,182.25,5,3600000
Hyundai,2,19608.0,Dealer,Petrol,Manual,17.0,121.3,5,895000
Volkswagen,8,72600.0,Individual,Diesel,Manual,20.54,103.6,5,305000
Maruti,3,15000.0,Dealer,Petrol,Automatic,21.4,83.1,5,700000
Volkswagen,7,59484.0,Dealer,Petrol,Manual,15.04,103.2,5,465000
Maruti,6,57429.0,Dealer,Petrol,Manual,19.1,85.8,5,450000
Hyundai,4,110000.0,Individual,Diesel,Manual,19.67,126.2,5,1050000
Hyundai,2,11000.0,Dealer,Petrol,Manual,18.9,81.86,5,490000
Maruti,8,90000.0,Individual,Diesel,Manual,20.77,88.8,7,450000
Honda,6,80484.0,Dealer,Petrol,Automatic,18.0,117.3,5,650000
Mercedes-Benz,7,75000.0,Dealer,Diesel,Automatic,14.84,170.0,5,1475000
Maruti,4,55000.0,Dealer,Petrol,Automatic,21.21,81.8,5,590000
Hyundai,5,54540.0,Dealer,Petrol,Manual,18.9,82.0,5,425000
MG,2,13000.0,Dealer,Petrol,Automatic,13.96,141.0,5,1725000
Ford,6,80000.0,Individual,Diesel,Manual,22.77,98.59,5,450000
Maruti,5,64000.0,Dealer,Petrol,Manual,22.0,81.8,5,450000
Ford,8,47754.0,Dealer,Diesel,Manual,22.7,89.84,5,480000
Maruti,7,86461.0,Dealer,Petrol,Manual,20.51,67.04,5,290000
Renault,3,40746.0,Dealer,Petrol,Manual,25.17,53.3,5,300000
Hyundai,4,31000.0,Dealer,Petrol,Manual,18.6,81.83,5,650000
Ford,8,44000.0,Dealer,Diesel,Manual,20.0,68.1,5,235000
Hyundai,2,21000.0,Dealer,Diesel,Manual,23.7,98.6,5,900000
Maruti,3,23000.0,Dealer,Petrol,Manual,21.01,81.8,5,600000
Mercedes-Benz,9,63000.0,Dealer,Petrol,Automatic,11.74,182.25,5,1275000
Hyundai,2,17000.0,Dealer,Petrol,Manual,18.27,118.35,5,875000
Honda,9,100000.0,Individual,Petrol,Manual,16.8,116.4,5,350000
